COLUMN_NAME	LABEL	LEGAL_VALUES
TL45PIND	% individuals with PTV >=4 & <6	
TL45PTAX	% taxa with PTV>=4 & <6	
TL67NTAX	No. taxa with PTV >=6 & <8	
TL67PIND	% individuals with PTV >=6 & <8	
TL67PTAX	% taxa with PTV>=6 & <8	
TOLRNTAX	No. of Tolerant (PTV>=7) taxa	
TOLRPIND	% Tolerant (PTV>=7) individuals	
TOLRPTAX	% Tolerant (PTV>=7) taxa	
TOTLNIND	Number of individuals in sample	
TOTLNTAX	Number of distinct taxa in sample	
TRICNTAX	No. of Trichoptera taxa	
TRICPIND	% Trichoptera individuals	
TRICPTAX	% Trichoptera taxa	
TUBINAIDNTAX	No. of Tubificidae and Naididae taxa	
TUBINAIDPIND	% Tubificidae and Naididae individuals	
TUBINAIDPTAX	% Tubificidae and Naididae taxa	
WTD_TV	"Hilsenhoff Biotic Index (HBI), sum of TV_i*prop_i, where TV_i=tolerance value for species i and prop_i=proportion of taxon i in sample, based on all taxa in sample"	
PSTL_CODE	"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands.  No missing values allowed."	
SITE_ID	"The NLA Site ID  for the study and year sampled.  Preferred form is NLAnn_MM-xxxxx  where  nn is current cycle year (07, 12, 17, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing values allowed."	
UNIQUE_ID	"Unique site ID based on location that does not depend on year sampled or any other factor.  Form is NLA_ss_nnnnn  where ss state and nnnnn is number that starts at 10001.   No missing or \blank\"" values allowed."""	
DATE_COL	Date of sample collection	
VISIT_NO	Sequential number of visit to site	|1|2
PUBLICATION_DATE	Date the dataset was published to the NARS site	
UID	Unique identifier for the site/visit	
