COLUMN_NAME	LABEL	LEGAL_VALUES
BFFSTEEP	"fraction with steep banks using angle (mean(steepA, steepB... steepJ))"	
BFFVERTICAL	"fraction with vertical banks using angle (mean(verticalA, verticalB...verticalJ))"	
BFNANGLE	"number of stations with bank angle data using angle (count(atA, atB... atJ))"	
BFNHORIZDIST_DD	count of horizontal distance to drawdown zone using horiz_dist_dd (count(horiz_dist_dd))	
BFNHORIZDIST_FL	count of horizontal distance to flooding zone using horiz_dist (count(horiz_dist))	
BFNVERTHEIGHT_DD	count of vertical height to drawdown zone using vert_height_dd (count(vert_height_dd))	
BFNVERTHEIGHT_FL	count of vertical height to flooding zone using vert_height (count(vert_height))	
BFOANGLE	"bank angle mode using angle (mode(classA, classB... classJ))"	
BFXHORIZDIST_DD	horizontal distance to drawdown zone using horiz_dist_dd (mean(horiz_dist_dd))	
BFXHORIZDIST_FL	horizontal distance to flooding zone using horiz_dist (mean(horiz_dist))	
BFXVERTHEIGHT_DD	vertical height to drawdown zone using vert_height_dd (mean(vert_height_dd))	
BFXVERTHEIGHT_FL	vertical height to flooding zone using vert_height (mean(vert_height))	
BS16LDIA	"16th percentile of bottom substrate diameter using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt (percentile(16, wtA, wtB, ... wtJ))"	
BS25LDIA	"25th percentile of bottom substrate diameter using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt (percentile(25, wtA, wtB, ... wtJ))"	
BS50LDIA	"50th percentile of bottom substrate diameter using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt (percentile(50, wtA, wtB, ... wtJ))"	
BS75LDIA	"75th percentile of bottom substrate diameter using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt (percentile(75, wtA, wtB, ... wtJ))"	
BS84LDIA	"84th percentile of bottom substrate diameter using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt (percentile(84 wtA, wtB, ... wtJ))"	
BSFANOXIC	"fraction with anoxic odor using odor (mean(A=odor, B=odor, ... J=odor))"	
BSFBLACK	"fraction of Black substrate using color (count(atA, atB... atJ) / bsnColor)"	
BSFBROWN	"fraction of Brown substrate using color (count(atA, atB... atJ) / bsnColor)"	
BSFCBEDROCK	"fractional cover of bedrock using bs_bedrock (mean(wtA, wtB, ... wtJ))"	
BSFCBOULDERS	"fractional cover of Boulder using bs_boulders (mean(wtA, wtB, ... wtJ))"	
BSFCCOBBLE	"fractional cover of Cobble using bs_cobble (mean(wtA, wtB, ... wtJ))"	
BSFCGRAVEL	"fractional cover of gravel using bs_gravel (mean(wtA, wtB, ... wtJ))"	
BSFCHEMICAL	"fraction with chemical odor using odor (mean(A=odor, B=odor, ... J=odor))"	
BSFCORGANIC	"fractional cover of organic using bs_organic (mean(wtA, wtB, ... wtJ))"	
BSFCSAND	"fractional cover of sand using bs_sand (mean(wtA, wtB, ... wtJ))"	
BSFCSILT	"fractional cover of silt using bs_silt (mean(wtA, wtB, ... wtJ))"	
BSFCWOOD	"fractional cover of wood using bs_wood (mean(wtA, wtB, ... wtJ))"	
BSFGRAY	"fraction of Gray substrate using color (count(atA, atB... atJ) / bsnColor)"	
BSFH2S	"fraction with H2S odor using odor (mean(A=odor, B=odor, ... J=odor))"	
BSFNONEODOR	"fraction with no odor using odor (mean(A=odor, B=odor, ... J=odor))"	
BSFOIL	"fraction with oil odor using odor (mean(A=odor, B=odor, ... J=odor))"	
BSFOTHERCOLOR	"fraction of other color substrate using color (count(atA, atB... atJ) / bsnColor)"	
BSFOTHERODOR	"fraction with other odor using odor (mean(A=odor, B=odor, ... J=odor))"	
BSFPBEDROCK	"fractional presence of bedrock using bs_bedrock (mean(atA, atB, ... atJ))"	
BSFPBOULDERS	"fractional presence of Boulder using bs_boulders (mean(atA, atB, ... atJ))"	
BSFPCOBBLE	"fractional presence of Cobble using bs_cobble (mean(atA, atB, ... atJ))"	
BSFPGRAVEL	"fractional presence of gravel using bs_gravel (mean(atA, atB, ... atJ))"	
BSFPORGANIC	"fractional presence of organic using bs_organic (mean(atA, atB, ... atJ))"	
BSFPSAND	"fractional presence of sand using bs_sand (mean(atA, atB, ... atJ))"	
BSFPSILT	"fractional presence of silt using bs_silt (mean(atA, atB, ... atJ))"	
BSFPWOOD	"fractional presence of wood using bs_wood (mean(atA, atB, ... atJ))"	
BSFRED	"fraction of Red substrate using color (count(atA, atB... atJ) / bsnColor)"	
BSISITEVARIETY	"Number of substrate classes present at a site using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt, bs_organic, bs_wood ()"	
BSISTAVARIETY	"Mean number of substrate classes present in each station using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt, bs_organic, bs_wood ()"	
BSNBEDROCK	"number of stations with bedrock data using bs_bedrock (count(atA, atB... atJ))"	
BSNBOULDERS	"number of stations with boulder data using bs_boulders (count(atA, atB... atJ))"	
BSNCOBBLE	"number of stations with cobble data using bs_cobble (count(atA, atB... atJ))"	
BSNCOLOR	"number of bottom substrate color data using color (count(atA, atB... atJ))"	
BSNGRAVEL	"number of stations with gravel data using bs_gravel (count(atA, atB... atJ))"	
BSNODOR	"number of stations with odor data using odor (count(atA, atB... atJ))"	
BSNORGANIC	"number of stations with organic data using bs_organic (count(atA, atB... atJ))"	
BSNSAND	"number of stations with sand data using bs_sand (count(atA, atB... atJ))"	
BSNSILT	"number of stations with silt data using bs_silt (count(atA, atB... atJ))"	
BSNWOOD	"number of stations with wood data using bs_wood (count(atA, atB... atJ))"	
BSOCOLOR	"mode of color using color (mode(colorA, colorB... colorJ))"	
BSOFCLASS	"Mode of bottom substrate by cover using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt, bs_organic, bs_wood (space-delimited list of 1+ classes with sum(bsfcClass) = max(sum(bsfcClass)))"	
BSOODOR	Mode of bottom substrate odor class using odor (mode(ODOR))	
BSOPCLASS	"Mode of bottom substrate by presence using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt, bs_organic, bs_wood (space-delimited list of 1+ classes with presence = max(bsfp*))"	
BSVBEDROCK	"std dev. Cover of bedrock using bs_bedrock (stdev(wtA, wtB, wtC... wtJ))"	
BSVBOULDERS	"std dev. Cover of boulder using bs_boulders (stdev(wtA, wtB, wtC... wtJ))"	
BSVCOBBLE	"std dev. Cover of cobble using bs_cobble (stdev(wtA, wtB, wtC... wtJ))"	
BSVGRAVEL	"std dev. Cover of gravel using bs_gravel (stdev(wtA, wtB, wtC... wtJ))"	
BSVLDIA	"std dev. logged bottom substrate diameter (mineral) using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt (stdev(Dm*Csm), where Dm=log10(characteristic diam), Csm=fractional cover of class at a station)"	
BSVORGANIC	"std dev. Cover of organic using bs_organic (stdev(wtA, wtB, wtC... wtJ))"	
BSVSAND	"std dev. Cover of sand using bs_sand (stdev(wtA, wtB, wtC... wtJ))"	
BSVSILT	"std dev. Cover of silt using bs_silt (stdev(wtA, wtB, wtC... wtJ))"	
BSVWOOD	"std dev. Cover of wood using bs_wood (stdev(wtA, wtB, wtC... wtJ))"	
BSXLDIA	"mean logged bottom substrate diameter (mineral) using bs_bedrock, bs_boulders, bs_cobble, bs_gravel, bs_sand, bs_silt (mean(Dm*Csm), where Dm=log10(characteristic diam), Csm=fractional cover of class at a station)"	
FCFCAQUATIC_DD	"fractional cover of aquatic vegetation in the drawdown zone using FC_AQUATIC_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFCAQUATIC_LIT	"fractional cover of aquatic vegetation in the littoral zone using FC_AQUATIC (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFCAQUATIC_SIM	"fractional cover of aquatic vegetation simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_AQUATIC, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFCBOULDERS_DD	"fractional cover of boulders in the drawdown zone using FC_BOULDERS_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFCBOULDERS_LIT	"fractional cover of boulders in the littoral zone using FC_BOULDERS (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFCBOULDERS_SIM	"fractional cover of boulders simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_BOULDERS, FC_BOULDERS_DD, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFCBRUSH_DD	"fractional cover of brush in the drawdown zone using FC_BRUSH_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFCBRUSH_LIT	"fractional cover of brush in the littoral zone using FC_BRUSH (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFCBRUSH_SIM	"fractional cover of brush simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_BRUSH, FC_BRUSH_DD, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFCLEDGES_DD	"fractional cover of ledges in the drawdown zone using FC_LEDGES_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFCLEDGES_LIT	"fractional cover of ledges in the littoral zone using FC_LEDGES (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFCLEDGES_SIM	"fractional cover of ledges simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_LEDGES, FC_LEDGES_DD, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFCLIVETREES_DD	"fractional cover of live trees in the drawdown zone using FC_LIVETREES_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFCLIVETREES_LIT	"fractional cover of live trees in the littoral zone using FC_LIVETREES (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFCLIVETREES_SIM	"fractional cover of live trees simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_LIVETREES, FC_LIVETREES_DD, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFCOVERHANG_DD	"fractional cover of overhangs in the drawdown zone using FC_OVERHANG_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFCOVERHANG_LIT	"fractional cover of overhangs in the littoral zone using FC_OVERHANG (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFCOVERHANG_SIM	"fractional cover of overhangs simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_OVERHANG, FC_OVERHANG_DD, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFCSNAGS_DD	"fractional cover of snags in the drawdown zone using FC_SNAG_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFCSNAGS_LIT	"fractional cover of snags in the littoral zone using FC_SNAG (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFCSNAGS_SIM	"fractional cover of snags simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_SNAG, FC_SNAG_DD, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFCSTRUCTURES_DD	"fractional cover of artificial structures in the drawdown zone using FC_STRUCTURES_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFCSTRUCTURES_LIT	"fractional cover of artificial structures in the littoral zone using FC_STRUCTURES (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFCSTRUCTURES_SIM	"fractional cover of artificial structures simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_STRUCTURES, FC_STRUCTURES_DD, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFPALL_DD	"fractional cover of any fish cover in the drawdown zone using FC_AQUATIC_DD, FC_BOULDERS_DD, FC_BRUSH_DD, FC_LEDGES_DD, FC_TREES_DD, FC_OVERHANG_DD, FC_SNAG_DD, FC_STRUCTURES_DD (mean(wtA_dd, wtB_dd... wtJ_dd))"	
FCFPALL_LIT	"fractional cover of any fish cover in the littoral zone using FC_AQUATIC, FC_BOULDERS, FC_BRUSH, FC_LEDGES, FC_TREES, FC_OVERHANG, FC_SNAG, FC_STRUCTURES (mean(wtA_lit, wtB_lit, ... wtJ_lit))"	
FCFPALL_SIM	"fractional cover of any fish cover simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_AQUATIC, FC_BOULDERS, FC_BRUSH, FC_LEDGES, FC_TREES, FC_OVERHANG, FC_SNAG, FC_STRUCTURES, FC_AQUATIC_DD, FC_BOULDERS_DD, FC_BRUSH_DD, FC_LEDGES_DD, FC_TREES_DD, FC_OVERHANG_DD, FC_SNAG_DD, FC_STRUCTURES_DD, HORIZ_DIST_DD (mean(wtA_sim, wtB_sim, ... wtJ_sim))"	
FCFPAQUATIC_DD	"fractional presence of aquatic vegetation in the drawdown zone using FC_AQUATIC_DD (mean(atA, atB... atJ))"	
FCFPAQUATIC_LIT	"fractional presence of aquatic vegetation in the littoral zone using FC_AQUATIC (mean(atA, atB... atJ))"	
FCFPAQUATIC_SIM	"fractional presence of aquatic vegetation simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_AQUATIC, FC_AQUATIC_DD, HORIZ_DIST_DD (mean(atA_sim, atB_sim, ... atJ_sim))"	
FCFPBOULDERS_DD	"fractional presence of boulders in the drawdown zone using FC_BOULDERS_DD (mean(atA, atB... atJ))"	
FCFPBOULDERS_LIT	"fractional presence of boulders in the littoral zone using FC_BOULDERS (mean(atA, atB... atJ))"	
FCFPBOULDERS_SIM	"fractional presence of boulders simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_BOULDERS, FC_BOULDERS_DD, HORIZ_DIST_DD (mean(atA_sim, atB_sim, ... atJ_sim))"	
FCFPBRUSH_DD	"fractional presence of brush in the drawdown zone using FC_BRUSH_DD (mean(atA, atB... atJ))"	
FCFPBRUSH_LIT	"fractional presence of brush in the littoral zone using FC_BRUSH (mean(atA, atB... atJ))"	
FCFPBRUSH_SIM	"fractional presence of brush simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_BRUSH, FC_BRUSH_DD, HORIZ_DIST_DD (mean(atA_sim, atB_sim, ... atJ_sim))"	
FCFPLEDGES_DD	"fractional presence of ledges in the drawdown zone using FC_LEDGES_DD (mean(atA, atB... atJ))"	
FCFPLEDGES_LIT	"fractional presence of ledges in the littoral zone using FC_LEDGES (mean(atA, atB... atJ))"	
FCFPLEDGES_SIM	"fractional presence of ledges simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_LEDGES, FC_LEDGES_DD, HORIZ_DIST_DD (mean(atA_sim, atB_sim, ... atJ_sim))"	
FCFPLIVETREES_DD	"fractional presence of live trees in the drawdown zone using FC_LIVETREES_DD (mean(atA, atB... atJ))"	
FCFPLIVETREES_LIT	"fractional presence of live trees in the littoral zone using FC_LIVETREES (mean(atA, atB... atJ))"	
FCFPLIVETREES_SIM	"fractional presence of live trees simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_LIVETREES, FC_LIVETREES_DD, HORIZ_DIST_DD (mean(atA_sim, atB_sim, ... atJ_sim))"	
FCFPOVERHANG_DD	"fractional presence of overhangs in the drawdown zone using FC_OVERHANG_DD (mean(atA, atB... atJ))"	
FCFPOVERHANG_LIT	"fractional presence of overhangs in the littoral zone using FC_OVERHANG (mean(atA, atB... atJ))"	
FCFPOVERHANG_SIM	"fractional presence of overhangs simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_OVERHANG, FC_OVERHANG_DD, HORIZ_DIST_DD (mean(atA_sim, atB_sim, ... atJ_sim))"	
FCFPSNAGS_DD	"fractional presence of snags in the drawdown zone using FC_SNAG_DD (mean(atA, atB... atJ))"	
FCFPSNAGS_LIT	"fractional presence of snags in the littoral zone using FC_SNAG (mean(atA, atB... atJ))"	
FCFPSNAGS_SIM	"fractional presence of snags simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_SNAG, FC_SNAG_DD, HORIZ_DIST_DD (mean(atA_sim, atB_sim, ... atJ_sim))"	
FCFPSTRUCTURES_DD	"fractional presence of artificial structures in the drawdown zone using FC_STRUCTURES_DD (mean(atA, atB... atJ))"	
FCFPSTRUCTURES_LIT	"fractional presence of artificial structures in the littoral zone using FC_STRUCTURES (mean(atA, atB... atJ))"	
FCFPSTRUCTURES_SIM	"fractional presence of artificial structures simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_STRUCTURES, FC_STRUCTURES_DD, HORIZ_DIST_DD (mean(atA_sim, atB_sim, ... atJ_sim))"	
FCIALL_DD	"index of total fish cover in the drawdown zone using FC_AQUATIC_DD, FC_BOULDERS_DD, FC_BRUSH_DD, FC_LEDGES_DD, FC_TREES_DD, FC_OVERHANG_DD, FC_SNAG_DD, FC_STRUCTURES_DD (sum(fc_Aquatic_DD, fc_Boulders_DD, fc_Brush_DD, fc_Ledges_DD, fc_Livetrees_DD, fc_Overhang_DD, fc_Snag_DD, fc_Structures_DD))"	
FCIALL_LIT	"index of total fish cover in the littoral zone using FC_AQUATIC, FC_BOULDERS, FC_BRUSH, FC_LEDGES, FC_TREES, FC_OVERHANG, FC_SNAG, FC_STRUCTURES (sum(fc_Aquatic, fc_Boulders, fc_Brush, fc_Ledges, fc_Livetrees, fc_Overhang, fc_Snag, fc_Structures))"	
FCIALL_SIM	"index of total fish cover simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_AQUATIC, FC_BOULDERS, FC_BRUSH, FC_LEDGES, FC_TREES, FC_OVERHANG, FC_SNAG, FC_STRUCTURES, FC_AQUATIC_DD, FC_BOULDERS_DD, FC_BRUSH_DD, FC_LEDGES_DD, FC_TREES_DD, FC_OVERHANG_DD, FC_SNAG_DD, FC_STRUCTURES_DD, HORIZ_DIST_DD (sum(fc_Aquatic_SIM, fc_Boulders_SIM, fc_Brush_SIM, fc_Ledges_SIM, fc_Livetrees_SIM, fc_Overhang_SIM, fc_Snag_SIM, fc_Structures_SIM))"	
FCIBIG_DD	"index of fish cover due to large structures in the drawdown zone using fc_Boulders_DD, fc_Ledges_DD, fc_Overhang_DD, fc_Structures_DD (sum(fc_Boulders_DD, fc_Ledges_DD, fc_Overhang_DD, fc_Structures_DD))"	
FCIBIG_LIT	"index of fish cover due to large structures in the littoral zone using fc_Boulders, fc_Ledges, fc_Overhang, fc_Structures (sum(fc_Boulders, fc_Ledges, fc_Overhang, fc_Structures))"	
FCIBIG_SIM	"index of fish cover due to large structures simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using fc_Boulders, fc_Ledges, fc_Overhang, fc_Structures, fc_Boulders_DD, fc_Ledges_DD, fc_Overhang_DD, fc_Structures_DD, HORIZ_DIST_DD (sum(fc_Boulders, fc_Ledges, fc_Overhang, fc_Structures))"	
FCINATURAL_DD	"index of fish cover due to natural structures in the drawdown zone using fc_Aquatic_DD, fc_Boulders_DD, fc_Brush_DD, fc_Ledges_DD, fc_Livetrees_DD, fc_Overhang_DD, fc_Snag_DD (sum(fc_Aquatic_DD, fc_Boulders_DD, fc_Brush_DD, fc_Ledges_DD, fc_Livetrees_DD, fc_Overhang_DD, fc_Snag_DD))"	
FCINATURAL_LIT	"index of fish cover due to natural structures in the littoral zone using fc_Aquatic, fc_Boulders, fc_Brush, fc_Ledges, fc_Livetrees fc_Overhang, fc_Snag (sum(fc_Aquatic, fc_Boulders, fc_Brush, fc_Ledges, fc_Livetrees fc_Overhang, fc_Snag))"	
FCINATURAL_SIM	"index of fish cover due to natural structures simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using fc_Aquatic, fc_Boulders, fc_Brush, fc_Ledges, fc_Livetrees fc_Overhang, fc_Snag, fc_Aquatic_DD, fc_Boulders_DD, fc_Brush_DD, fc_Ledges_DD, fc_Livetrees_DD, fc_Overhang_DD, fc_Snag_DD, HORIZ_DIST_DD (sum(fc_Aquatic_SIM, fc_Boulders_SIM, fc_Brush_SIM, fc_Ledges_SIM, fc_Livetrees_SIM, fc_Overhang_SIM, fc_Snag_SIM))"	
FCIRIPVEG_DD	"index of fish cover due to riparian vegetation in the drawdown zone using fc_Brush_DD, fc_Livetrees_DD, fc_Snag_DD ( sum(fc_Brush_DD, fc_Livetrees_DD, fc_Snag_DD))"	
FCIRIPVEG_LIT	"index of fish cover due to riparian vegetation in the littoral zone using fc_Brush, fc_Livetrees, fc_Snag, ( sum(fc_Brush, fc_Livetrees, fc_Snag,))"	
FCIRIPVEG_SIM	"index of fish cover due to riparian vegetation simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using fc_Brush_SIM, fc_Livetrees_SIM, fc_Snag_SIM ( sum(fc_Brush_SIM, fc_Livetrees_SIM, fc_Snag_SIM))"	
FCNALL_DD	"number of fish cover values in the drawdown using FC_AQUATIC_DD, FC_BOULDERS_DD, FC_BRUSH_DD, FC_LEDGES_DD, FC_TREES_DD, FC_OVERHANG_DD, FC_SNAG_DD, FC_STRUCTURES_DD (sum(fcn*_DD))"	
FCNALL_LIT	"number of fish cover values in the littoral zone using FC_AQUATIC, FC_BOULDERS, FC_BRUSH, FC_LEDGES, FC_TREES, FC_OVERHANG, FC_SNAG, FC_STRUCTURES (sum(fcn*))"	
FCNALL_SIM	"number of fish cover data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_AQUATIC, FC_BOULDERS, FC_BRUSH, FC_LEDGES, FC_TREES, FC_OVERHANG, FC_SNAG, FC_STRUCTURES, FC_AQUATIC_DD, FC_BOULDERS_DD, FC_BRUSH_DD, FC_LEDGES_DD, FC_TREES_DD, FC_OVERHANG_DD, FC_SNAG_DD, FC_STRUCTURES_DD, HORIZ_DIST_DD (sum(fcn*_SIM))"	
FCNAQUATIC_DD	"number of aquatic vegetation values in the drawdown using FC_AQUATIC_DD (count(atA_DD, atB_DD, ... atJ_DD))"	
FCNAQUATIC_LIT	"number of aquatic vegetation values in the littoral zone using FC_AQUATIC (count(atA, atB... atJ))"	
FCNAQUATIC_SIM	"number of aquatic vegetation data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_AQUATIC, FC_AQUATIC_DD, HORIZ_DIST_DD (count(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCNBOULDERS_DD	"number of boulders values in the drawdown using FC_BOULDERS_DD (count(atA_DD, atB_DD, ... atJ_DD))"	
FCNBOULDERS_LIT	"number of boulders values in the littoral zone using FC_BOULDERS (count(atA, atB... atJ))"	
FCNBOULDERS_SIM	"number of boulders data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_BOULDERS, FC_BOULDERS_DD, HORIZ_DIST_DD (count(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCNBRUSH_DD	"number of brush values in the drawdown using FC_BRUSH_DD (count(atA_DD, atB_DD, ... atJ_DD))"	
FCNBRUSH_LIT	"number of brush values in the littoral zone using FC_BRUSH (count(atA, atB... atJ))"	
FCNBRUSH_SIM	"number of brush data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_BRUSH, FC_BRUSH_DD, HORIZ_DIST_DD (count(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCNLEDGES_DD	"number of ledges values in the drawdown using FC_LEDGES_DD (count(atA_DD, atB_DD, ... atJ_DD))"	
FCNLEDGES_LIT	"number of ledges values in the littoral zone using FC_LEDGES (count(atA, atB... atJ))"	
FCNLEDGES_SIM	"number of ledges data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_LEDGES, FC_LEDGES_DD, HORIZ_DIST_DD (count(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCNLIVETREES_DD	"number of live trees values in the drawdown using FC_LIVETREES_DD (count(atA_DD, atB_DD, ... atJ_DD))"	
FCNLIVETREES_LIT	"number of live trees values in the littoral zone using FC_LIVETREES (count(atA, atB... atJ))"	
FCNLIVETREES_SIM	"number of live trees data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_LIVETREES, FC_LIVETREES_DD, HORIZ_DIST_DD (count(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCNOVERHANG_DD	"number of overhangs values in the drawdown using FC_OVERHANG_DD (count(atA_DD, atB_DD, ... atJ_DD))"	
FCNOVERHANG_LIT	"number of overhangs values in the littoral zone using FC_OVERHANG (count(atA, atB... atJ))"	
FCNOVERHANG_SIM	"number of overhangs data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_OVERHANG, FC_OVERHANG_DD, HORIZ_DIST_DD (count(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCNSNAGS_DD	"number of snags values in the drawdown using FC_SNAG_DD (count(atA_DD, atB_DD, ... atJ_DD))"	
FCNSNAGS_LIT	"number of snags values in the littoral zone using FC_SNAG (count(atA, atB... atJ))"	
FCNSNAGS_SIM	"number of snags data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_SNAG, FC_SNAG_DD, HORIZ_DIST_DD (count(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCNSTRUCTURES_DD	"number of artificial structures values in the drawdown using FC_STRUCTURES_DD (count(atA_DD, atB_DD, ... atJ_DD))"	
FCNSTRUCTURES_LIT	"number of artificial structures values in the littoral zone using FC_STRUCTURES (count(atA, atB... atJ))"	
